,ID,Name,Country,Lat,Lng,CurrCond,TempF,Hum,Cloud,WindSpd,DateTime,EqtrDist
538,6620339,Karratha,AU,-20.74,116.85,Clear,84.18,18,2,16.82,1562138996,1435.2079999999999
539,3348078,Kuito,AO,-12.38,16.94,Clear,48.18,48,0,5.39,1562138997,856.6960000000001
540,3031871,Veraval,FR,49.65,0.71,Clear,62.15,55,0,13.87,1562138998,3435.78
541,2338660,Yaan,NG,7.38,8.57,Clouds,73.56,96,63,4.76,1562138998,510.696
542,1213855,Sibolga,ID,1.74,98.78,Clouds,82.56,70,100,3.02,1562138999,120.408
543,2123814,Leningradskiy,RU,69.38,178.42,Clouds,37.02,95,99,6.04,1562139000,4801.096
544,2127202,Anadyr,RU,64.73,177.51,Rain,62.28,67,40,6.71,1562139000,4479.316000000001
545,2123621,Mago,RU,53.27,140.15,Clouds,73.92,43,70,3.74,1562139000,3686.2840000000006
546,886990,Marondera,ZW,-18.19,31.55,Clear,64.4,39,0,8.05,1562139001,1258.748
547,1529651,Altay,CN,47.83,88.13,Clouds,68.78,31,68,6.69,1562139001,3309.8360000000002
548,3395458,Maragogi,BR,-9.01,-35.22,Clear,70.14,95,2,2.19,1562138849,623.492
549,333795,Jijiga,ET,9.35,42.8,Clouds,69.68,65,65,6.31,1562139002,647.02
550,212730,Kisangani,CD,0.52,25.21,Clouds,89.48,47,72,2.86,1562139003,35.984
551,2120047,Ust-Omchug,RU,61.13,149.63,Clouds,60.14,55,60,13.38,1562139003,4230.196
552,4951788,Springfield,US,42.1,-72.59,Mist,64.36,100,1,3.36,1562139003,2913.32
553,3352593,Tsumeb,NA,-19.25,17.72,Clear,51.8,27,0,8.05,1562139004,1332.1000000000001
554,2221053,Wum,CM,6.39,10.08,Clouds,77.96,76,79,0.89,1562139004,442.188
555,1733782,Victoria,BN,5.28,115.24,Clouds,91.22,59,75,5.82,1562138806,365.37600000000003
556,2127515,Wakkanai,JP,45.41,141.67,Clouds,59.0,82,75,3.36,1562139006,3142.372
557,1629974,Rantepao,ID,-2.97,119.9,Rain,66.08,92,98,0.49,1562139006,205.52400000000003
558,708753,Hlobyne,UA,49.39,33.25,Clear,76.7,52,0,12.48,1562139007,3417.788
559,3671437,Puerto Leguizamo,CO,-0.19,-74.78,Clouds,67.34,98,62,2.51,1562139008,13.148000000000001
560,610612,Aktau,KZ,43.65,51.16,Clear,82.4,51,0,13.42,1562139008,3020.58
561,955313,Siyabuswa,ZA,-25.11,29.06,Clear,61.76,14,0,3.47,1562139009,1737.612
562,2374583,Bubaque,GW,11.28,-15.83,Rain,79.22,86,100,17.11,1562139009,780.576
563,1731298,Aloleng,PH,16.13,119.78,Clouds,85.52,78,100,21.3,1562139009,1116.196
564,3350372,Catabola,AO,-12.14,17.29,Clear,67.52,26,0,10.33,1562139009,840.0880000000001
565,1026014,Tete,MZ,-16.16,33.59,Clouds,75.2,83,75,9.17,1562139010,1118.2720000000002
566,2033135,Zhengjiatun,CN,43.51,123.51,Clear,82.64,40,10,21.36,1562139010,3010.892
567,2750630,Monster,NL,52.03,4.17,Clouds,62.06,67,20,9.17,1562139010,3600.476
568,4453066,Asheville,US,35.6,-82.55,Clear,66.0,83,1,8.05,1562138824,2463.52
